Product Name,Venue,Electronic,Open Outcry,Clearing,Exchange or
Calgary ,  ,  ,P2JK/P2JV ,  ,CME
Edmonton ,  ,  ,P4JK/P4JV ,  ,CME
Montreal ,  ,  ,P5JK/P5JV ,  ,CME
Toronto ,  ,  ,P7JK/P7JV ,  ,CME
Vancouver ,  ,  ,P8JK/P8JV ,  ,CME
Winnipeg ,  ,  ,P9JK/9JV ,  ,CME
US Weekly Average Temperature Futures,CME Globex ,,,,
US Weekly Average Temperature Options ,CME Globex,,,,
Atlanta ,  ,  ,H11-H15 ,  ,CME
Chicago ,  ,  ,H21-H25 ,  ,CME
Cincinnati ,  ,  ,H31-H35 ,  ,CME
New York ,  ,  ,H41-H45 ,  ,CME
Dallas ,  ,  ,H51-H55 ,  ,CME
Philadelphia ,  ,  ,H61-H65 ,  ,CME
Portland ,  ,  ,H71-H75 ,  ,CME
Tucson ,  ,  ,H81-H85 ,  ,CME
Des Moines ,  ,  ,H91-H95 ,  ,CME
Las Vegas ,  ,  ,H01-H05 ,  ,CME
Detroit ,  ,  ,HK1-HK5 ,  ,CME
Minneapolis ,  ,  ,HQ1-HQ5 ,  ,CME
Houston ,  ,  ,HR1-HR5 ,  ,CME
Sacramento ,  ,  ,KS1-KS5 ,  ,CME
Salt Lake City ,  ,  ,HA1-HA5 ,  ,CME
Baltimore ,  ,  ,HV1-HV5 ,  ,CME
Boston ,  ,  ,HW1-HW5 ,  ,CME
Kansas City ,  ,  ,KX1-KX5 ,  ,CME
Colorado Springs ,  ,  ,V31-V35 ,  ,CME
Jacksonville ,  ,  ,VF1-VF5 ,  ,CME
Little Rock ,  ,  ,VG1-VG5 ,  ,CME
Los Angeles ,  ,  ,VH1-VH5 ,  ,CME
Raleigh Durham ,  ,  ,VK1-VK5 ,  ,CME
Washington D.C. ,  ,  ,VU1-VU5 ,  ,CME
Australian Monthly Weather HDD Futures,CME Globex ,,,,
Australian Monthly Weather HDD Options ,CME Globex,,,,
"Bankstown, Sydney ",  ,  ,2F ,  ,CME
Brisbane Aero ,  ,  ,3F ,  ,CME
Melbourne Regional Office ,  ,  ,4F ,  ,CME
Australian Monthly Weather CDD Futures,CME Globex ,,,,
Australian Monthly Weather CDD Options ,CME Globex,,,,
"Bankstown, Sydney ",  ,  ,6T ,  ,CME
Brisbane Aero ,  ,  ,7T ,  ,CME
Melbourne Regional Office ,  ,  ,8T ,  ,CME
